timestamp,hr_bpm,condition,class,class_idx
2024-01-01 00:02:02,67.78502,resting,normal_operation,0
2024-01-01 00:02:03,69.06307,resting,normal_operation,0
2024-01-01 00:02:04,69.52158,resting,normal_operation,0
2024-01-01 00:02:05,71.60313,resting,normal_operation,0
2024-01-01 00:02:06,69.54011,resting,normal_operation,0
2024-01-01 00:02:07,68.465706,resting,normal_operation,0
2024-01-01 00:02:08,67.04708,resting,normal_operation,0
2024-01-01 00:02:09,66.54715,resting,normal_operation,0
2024-01-01 00:02:10,64.60697,resting,normal_operation,0
2024-01-01 00:02:11,65.83981,resting,normal_operation,0
2024-01-01 00:02:12,65.688034,resting,normal_operation,0
2024-01-01 00:02:13,63.675583,resting,normal_operation,0
2024-01-01 00:02:14,62.507027,resting,normal_operation,0
2024-01-01 00:02:15,63.425655,resting,normal_operation,0
2024-01-01 00:02:16,65.05778,resting,normal_operation,0
2024-01-01 00:02:17,68.297295,resting,normal_operation,0
2024-01-01 00:02:18,72.653404,resting,normal_operation,0
2024-01-01 00:02:19,72.91191,resting,normal_operation,0
2024-01-01 00:02:20,71.04388,resting,normal_operation,0
2024-01-01 00:02:21,67.61159,resting,normal_operation,0
2024-01-01 00:02:22,68.05357,resting,normal_operation,0
2024-01-01 00:02:23,66.83929,resting,normal_operation,0
2024-01-01 00:02:24,66.31857,resting,normal_operation,0
2024-01-01 00:02:25,65.54447,resting,normal_operation,0
2024-01-01 00:02:26,65.53932,resting,normal_operation,0
2024-01-01 00:02:27,67.344795,resting,normal_operation,0
2024-01-01 00:02:28,67.6425,resting,normal_operation,0
2024-01-01 00:02:29,67.442924,resting,normal_operation,0
2024-01-01 00:02:30,65.94384,resting,normal_operation,0
2024-01-01 00:02:31,63.606205,resting,normal_operation,0
2024-01-01 00:02:32,63.238205,resting,normal_operation,0
2024-01-01 00:02:33,63.548492,resting,normal_operation,0
2024-01-01 00:02:34,66.56658,resting,normal_operation,0
2024-01-01 00:02:35,66.88681,resting,normal_operation,0
2024-01-01 00:02:36,68.460175,resting,normal_operation,0
2024-01-01 00:02:37,67.68468,resting,normal_operation,0
2024-01-01 00:02:38,65.94281,resting,normal_operation,0
2024-01-01 00:02:39,64.67009,resting,normal_operation,0
2024-01-01 00:02:40,63.85909,resting,normal_operation,0
2024-01-01 00:02:41,67.39357,resting,normal_operation,0
2024-01-01 00:02:42,66.22057,resting,normal_operation,0
2024-01-01 00:02:43,67.63129,resting,normal_operation,0
2024-01-01 00:02:44,66.31708,resting,normal_operation,0
2024-01-01 00:02:45,67.85982,resting,normal_operation,0
2024-01-01 00:02:46,68.459274,resting,normal_operation,0
2024-01-01 00:02:47,68.19844,resting,normal_operation,0
2024-01-01 00:02:48,68.132355,resting,normal_operation,0
2024-01-01 00:02:49,67.15057,resting,normal_operation,0
2024-01-01 00:02:50,67.89869,resting,normal_operation,0
2024-01-01 00:02:51,67.235435,resting,normal_operation,0
2024-01-01 00:02:52,65.46937,resting,normal_operation,0
2024-01-01 00:02:53,63.766144,resting,normal_operation,0
2024-01-01 00:02:54,64.37503,resting,normal_operation,0
2024-01-01 00:02:55,67.04502,resting,normal_operation,0
2024-01-01 00:02:56,67.372826,resting,normal_operation,0
2024-01-01 00:02:57,67.25652,resting,normal_operation,0
2024-01-01 00:02:58,67.75628,resting,normal_operation,0
2024-01-01 00:02:59,69.746376,resting,normal_operation,0
2024-01-01 00:03:00,69.9474,resting,normal_operation,0
2024-01-01 00:03:01,69.18694,resting,normal_operation,0
2024-01-01 00:03:02,70.76321,resting,normal_operation,0
2024-01-01 00:03:03,71.19713,resting,normal_operation,0
2024-01-01 00:03:04,73.2569,resting,normal_operation,0
2024-01-01 00:03:05,73.12316,resting,normal_operation,0
2024-01-01 00:03:06,70.88863,resting,normal_operation,0
2024-01-01 00:03:07,68.61739,resting,normal_operation,0
2024-01-01 00:03:08,71.05654,resting,normal_operation,0
2024-01-01 00:03:09,73.40973,resting,normal_operation,0
2024-01-01 00:03:10,72.71994,resting,normal_operation,0
2024-01-01 00:03:11,71.77989,resting,normal_operation,0
2024-01-01 00:03:12,73.68206,resting,normal_operation,0
2024-01-01 00:03:13,71.579384,resting,normal_operation,0
2024-01-01 00:03:14,69.963455,resting,normal_operation,0
2024-01-01 00:03:15,70.78394,resting,normal_operation,0
2024-01-01 00:03:16,69.98196,resting,normal_operation,0
2024-01-01 00:03:17,69.828415,resting,normal_operation,0
2024-01-01 00:03:18,69.44974,resting,normal_operation,0
2024-01-01 00:03:19,69.852936,resting,normal_operation,0
2024-01-01 00:03:20,71.828804,resting,normal_operation,0
2024-01-01 00:03:21,71.67132,resting,normal_operation,0
2024-01-01 00:03:22,72.35652,resting,normal_operation,0
2024-01-01 00:03:23,68.9458,resting,normal_operation,0
2024-01-01 00:03:24,68.81019,resting,normal_operation,0
2024-01-01 00:03:25,67.493706,resting,normal_operation,0
2024-01-01 00:03:26,65.71924,resting,normal_operation,0
2024-01-01 00:03:27,64.59778,resting,normal_operation,0
2024-01-01 00:03:28,64.38213,resting,normal_operation,0
2024-01-01 00:03:29,66.058846,resting,normal_operation,0
2024-01-01 00:03:30,64.23804,resting,normal_operation,0
2024-01-01 00:03:31,64.59849,resting,normal_operation,0
2024-01-01 00:03:32,64.15797,resting,normal_operation,0
2024-01-01 00:03:33,63.98749,resting,normal_operation,0
2024-01-01 00:03:34,65.82636,resting,normal_operation,0
2024-01-01 00:03:35,66.82122,resting,normal_operation,0
2024-01-01 00:03:36,68.93547,resting,normal_operation,0
2024-01-01 00:03:37,68.64279,resting,normal_operation,0
2024-01-01 00:03:38,67.56143,resting,normal_operation,0
2024-01-01 00:03:39,67.274765,resting,normal_operation,0
2024-01-01 00:03:40,67.710625,resting,normal_operation,0
2024-01-01 00:03:41,68.012794,resting,normal_operation,0
2024-01-01 00:03:42,66.39941,resting,normal_operation,0
2024-01-01 00:03:43,66.67747,resting,normal_operation,0
2024-01-01 00:03:44,67.13995,resting,normal_operation,0
2024-01-01 00:03:45,70.999374,resting,normal_operation,0
2024-01-01 00:03:46,73.58915,resting,normal_operation,0
2024-01-01 00:03:47,71.87668,resting,normal_operation,0
2024-01-01 00:03:48,71.150055,resting,normal_operation,0
2024-01-01 00:03:49,68.71753,resting,normal_operation,0
2024-01-01 00:03:50,67.78877,resting,normal_operation,0
2024-01-01 00:03:51,68.293846,resting,normal_operation,0
2024-01-01 00:03:52,70.09395,resting,normal_operation,0
2024-01-01 00:03:53,68.847694,resting,normal_operation,0
2024-01-01 00:03:54,67.813614,resting,normal_operation,0
2024-01-01 00:03:55,64.6226,resting,normal_operation,0
2024-01-01 00:03:56,64.663864,resting,normal_operation,0
2024-01-01 00:03:57,63.352264,resting,normal_operation,0
2024-01-01 00:03:58,62.945118,resting,normal_operation,0
2024-01-01 00:03:59,62.049473,resting,normal_operation,0
2024-01-01 00:04:00,62.399437,resting,normal_operation,0
2024-01-01 00:04:01,60.226265,resting,normal_operation,0
2024-01-01 00:04:02,58.663033,resting,normal_operation,0
2024-01-01 00:04:03,62.619358,resting,normal_operation,0
2024-01-01 00:04:04,61.134235,resting,normal_operation,0
2024-01-01 00:04:05,60.05394,resting,normal_operation,0
2024-01-01 00:04:06,63.460674,resting,normal_operation,0
2024-01-01 00:04:07,68.19717,resting,normal_operation,0
2024-01-01 00:04:08,66.43984,resting,normal_operation,0
2024-01-01 00:04:09,66.028145,resting,normal_operation,0
2024-01-01 00:04:10,66.71415,resting,normal_operation,0
2024-01-01 00:04:11,69.42605,resting,normal_operation,0
2024-01-01 00:04:12,67.847725,resting,normal_operation,0
2024-01-01 00:04:13,67.5081,resting,normal_operation,0
2024-01-01 00:04:14,68.72962,resting,normal_operation,0
2024-01-01 00:04:15,69.33963,resting,normal_operation,0
2024-01-01 00:04:16,68.68452,resting,normal_operation,0
2024-01-01 00:04:17,68.44537,resting,normal_operation,0
2024-01-01 00:04:18,66.36381,resting,normal_operation,0
2024-01-01 00:04:19,66.153915,resting,normal_operation,0
2024-01-01 00:04:20,65.91856,resting,normal_operation,0
2024-01-01 00:04:21,66.44992,resting,normal_operation,0
2024-01-01 00:04:22,65.75759,resting,normal_operation,0
2024-01-01 00:04:23,66.66101,resting,normal_operation,0
2024-01-01 00:04:24,68.30398,resting,normal_operation,0
2024-01-01 00:04:25,68.52964,resting,normal_operation,0
2024-01-01 00:04:26,69.03181,resting,normal_operation,0
2024-01-01 00:04:27,69.04595,resting,normal_operation,0
2024-01-01 00:04:28,68.97942,resting,normal_operation,0
2024-01-01 00:04:29,67.835815,resting,normal_operation,0
2024-01-01 00:04:30,68.34083,resting,normal_operation,0
2024-01-01 00:04:31,68.18484,resting,normal_operation,0
2024-01-01 00:04:32,71.327065,resting,normal_operation,0
2024-01-01 00:04:33,73.43826,resting,normal_operation,0
2024-01-01 00:04:34,73.59936,resting,normal_operation,0
2024-01-01 00:04:35,72.02427,resting,normal_operation,0
2024-01-01 00:04:36,70.051216,resting,normal_operation,0
2024-01-01 00:04:37,71.6914,resting,normal_operation,0
2024-01-01 00:04:38,71.807846,resting,normal_operation,0
2024-01-01 00:04:39,72.24112,resting,normal_operation,0
2024-01-01 00:04:40,69.302704,resting,normal_operation,0
2024-01-01 00:04:41,70.60746,resting,normal_operation,0
2024-01-01 00:04:42,71.098366,resting,normal_operation,0
2024-01-01 00:04:43,69.20278,resting,normal_operation,0
2024-01-01 00:04:44,68.41727,resting,normal_operation,0
2024-01-01 00:04:45,68.797516,resting,normal_operation,0
2024-01-01 00:04:46,68.830536,resting,normal_operation,0
2024-01-01 00:04:47,68.34401,resting,normal_operation,0
2024-01-01 00:04:48,68.1795,resting,normal_operation,0
2024-01-01 00:04:49,67.80547,resting,normal_operation,0
2024-01-01 00:04:50,68.06824,resting,normal_operation,0
2024-01-01 00:04:51,70.28844,resting,normal_operation,0
2024-01-01 00:04:52,66.27386,resting,normal_operation,0
2024-01-01 00:04:53,66.07522,resting,normal_operation,0
2024-01-01 00:04:54,66.51257,resting,normal_operation,0
2024-01-01 00:04:55,67.09422,resting,normal_operation,0
2024-01-01 00:04:56,66.62753,resting,normal_operation,0
2024-01-01 00:04:57,64.12104,resting,normal_operation,0
2024-01-01 00:04:58,64.94219,resting,normal_operation,0
2024-01-01 00:04:59,67.79675,resting,normal_operation,0
2024-01-01 00:05:00,65.53119,resting,normal_operation,0
2024-01-01 00:05:01,67.043465,resting,normal_operation,0
2024-01-01 00:05:02,66.64629,resting,normal_operation,0
2024-01-01 00:05:03,66.681755,resting,normal_operation,0
2024-01-01 00:05:04,65.22708,resting,normal_operation,0
2024-01-01 00:05:05,64.9665,resting,normal_operation,0
2024-01-01 00:05:06,67.17858,resting,normal_operation,0
2024-01-01 00:05:07,68.13767,resting,normal_operation,0
2024-01-01 00:05:08,70.74458,resting,normal_operation,0
2024-01-01 00:05:09,72.31065,resting,normal_operation,0
2024-01-01 00:05:10,72.644005,resting,normal_operation,0
2024-01-01 00:05:11,74.90803,resting,normal_operation,0
2024-01-01 00:05:12,75.03358,resting,normal_operation,0
2024-01-01 00:05:13,75.732635,resting,normal_operation,0
2024-01-01 00:05:14,74.68899,resting,normal_operation,0
2024-01-01 00:05:15,74.27357,resting,normal_operation,0
2024-01-01 00:05:16,72.74549,resting,normal_operation,0
2024-01-01 00:05:17,73.87023,resting,normal_operation,0
2024-01-01 00:05:18,71.65322,resting,normal_operation,0
2024-01-01 00:05:19,72.55462,resting,normal_operation,0
2024-01-01 00:05:20,71.92446,resting,normal_operation,0
2024-01-01 00:05:21,73.38762,resting,normal_operation,0
2024-01-01 00:05:22,74.103226,resting,normal_operation,0
2024-01-01 00:05:23,76.3663,resting,normal_operation,0
2024-01-01 00:05:24,76.81359,resting,normal_operation,0
2024-01-01 00:05:25,73.770935,resting,normal_operation,0
2024-01-01 00:05:26,73.229385,resting,normal_operation,0
2024-01-01 00:05:27,71.07364,resting,normal_operation,0
2024-01-01 00:05:28,70.071,resting,normal_operation,0
2024-01-01 00:05:29,72.192894,resting,normal_operation,0
2024-01-01 00:05:30,72.834564,resting,normal_operation,0
2024-01-01 00:05:31,71.42026,resting,normal_operation,0
2024-01-01 00:05:32,69.64698,resting,normal_operation,0
2024-01-01 00:05:33,69.58537,resting,normal_operation,0
2024-01-01 00:05:34,67.65474,resting,normal_operation,0
2024-01-01 00:05:35,66.696754,resting,normal_operation,0
2024-01-01 00:05:36,67.29019,resting,normal_operation,0
2024-01-01 00:05:37,69.101166,resting,normal_operation,0
2024-01-01 00:05:38,69.947495,resting,normal_operation,0
2024-01-01 00:05:39,66.37611,resting,normal_operation,0
2024-01-01 00:05:40,66.98397,resting,normal_operation,0
2024-01-01 00:05:41,67.19477,resting,normal_operation,0
2024-01-01 00:05:42,67.90155,resting,normal_operation,0
2024-01-01 00:05:43,70.35533,resting,normal_operation,0
2024-01-01 00:05:44,67.0937,resting,normal_operation,0
2024-01-01 00:05:45,66.301254,resting,normal_operation,0
2024-01-01 00:05:46,67.34528,resting,normal_operation,0
2024-01-01 00:05:47,65.0471,resting,normal_operation,0
2024-01-01 00:05:48,67.51915,resting,normal_operation,0
2024-01-01 00:05:49,68.1321,resting,normal_operation,0
2024-01-01 00:05:50,69.41342,resting,normal_operation,0
2024-01-01 00:05:51,68.46601,resting,normal_operation,0
2024-01-01 00:05:52,69.67151,resting,normal_operation,0
2024-01-01 00:05:53,71.1627,resting,normal_operation,0
2024-01-01 00:05:54,71.28125,resting,normal_operation,0
2024-01-01 00:05:55,71.39267,resting,normal_operation,0
2024-01-01 00:05:56,71.54916,resting,normal_operation,0
2024-01-01 00:05:57,69.992645,resting,normal_operation,0
2024-01-01 00:05:58,69.63444,resting,normal_operation,0
2024-01-01 00:05:59,69.29746,resting,normal_operation,0
2024-01-01 00:06:00,69.79138,resting,normal_operation,0
2024-01-01 00:06:01,71.17049,resting,normal_operation,0
2024-01-01 00:06:02,69.35179,resting,normal_operation,0
2024-01-01 00:06:03,69.07894,resting,normal_operation,0
2024-01-01 00:06:04,71.23767,resting,normal_operation,0
2024-01-01 00:06:05,69.88621,resting,normal_operation,0
2024-01-01 00:06:06,68.524925,resting,normal_operation,0
2024-01-01 00:06:07,68.80943,resting,normal_operation,0
2024-01-01 00:06:08,70.03437,resting,normal_operation,0
2024-01-01 00:06:09,69.91193,resting,normal_operation,0
2024-01-01 00:06:10,71.77565,resting,normal_operation,0
2024-01-01 00:06:11,72.78208,resting,normal_operation,0
2024-01-01 00:06:12,73.6856,resting,normal_operation,0
2024-01-01 00:06:13,74.08534,resting,normal_operation,0
2024-01-01 00:06:14,77.113464,resting,normal_operation,0
2024-01-01 00:06:15,76.10018,resting,normal_operation,0
2024-01-01 00:06:16,72.47048,resting,normal_operation,0
2024-01-01 00:06:17,74.542885,resting,normal_operation,0
2024-01-01 00:06:18,73.35662,resting,normal_operation,0
2024-01-01 00:06:19,73.11369,resting,normal_operation,0
2024-01-01 00:06:20,74.692764,resting,normal_operation,0
2024-01-01 00:06:21,71.777855,resting,normal_operation,0
2024-01-01 00:06:22,69.622116,resting,normal_operation,0
2024-01-01 00:06:23,67.114456,resting,normal_operation,0
2024-01-01 00:06:24,66.01818,resting,normal_operation,0
2024-01-01 00:06:25,66.86033,resting,normal_operation,0
2024-01-01 00:06:26,67.761986,resting,normal_operation,0
2024-01-01 00:06:27,68.2197,resting,normal_operation,0
2024-01-01 00:06:28,66.10731,resting,normal_operation,0
2024-01-01 00:06:29,62.81796,resting,normal_operation,0
2024-01-01 00:06:30,63.3385,resting,normal_operation,0
2024-01-01 00:06:31,63.028267,resting,normal_operation,0
2024-01-01 00:06:32,64.139656,resting,normal_operation,0
2024-01-01 00:06:33,65.52605,resting,normal_operation,0
2024-01-01 00:06:34,65.95602,resting,normal_operation,0
2024-01-01 00:06:35,67.28449,resting,normal_operation,0
2024-01-01 00:06:36,67.710365,resting,normal_operation,0
2024-01-01 00:06:37,68.553505,resting,normal_operation,0
2024-01-01 00:06:38,67.47716,resting,normal_operation,0
2024-01-01 00:06:39,67.27457,resting,normal_operation,0
2024-01-01 00:06:40,67.652824,resting,normal_operation,0
2024-01-01 00:06:41,68.93651,resting,normal_operation,0
2024-01-01 00:06:42,68.29616,resting,normal_operation,0
2024-01-01 00:06:43,69.07945,resting,normal_operation,0
2024-01-01 00:06:44,68.619644,resting,normal_operation,0
2024-01-01 00:06:45,68.41912,resting,normal_operation,0
2024-01-01 00:06:46,69.6553,resting,normal_operation,0
2024-01-01 00:06:47,66.55877,resting,normal_operation,0
2024-01-01 00:06:48,64.7549,resting,normal_operation,0
2024-01-01 00:06:49,62.816837,resting,normal_operation,0
2024-01-01 00:06:50,59.756733,resting,normal_operation,0
2024-01-01 00:06:51,59.424526,resting,normal_operation,0
2024-01-01 00:06:52,61.260506,resting,normal_operation,0
2024-01-01 00:06:53,61.39819,resting,normal_operation,0
2024-01-01 00:06:54,62.24893,resting,normal_operation,0
2024-01-01 00:06:55,64.36881,resting,normal_operation,0
2024-01-01 00:06:56,66.67687,resting,normal_operation,0
2024-01-01 00:06:57,66.70511,resting,normal_operation,0
2024-01-01 00:06:58,68.865234,resting,normal_operation,0
2024-01-01 00:06:59,68.96042,resting,normal_operation,0
2024-01-01 00:07:00,67.65377,resting,normal_operation,0
2024-01-01 00:07:01,66.8162,resting,normal_operation,0
2024-01-01 00:07:02,64.7165,resting,normal_operation,0
2024-01-01 00:07:03,63.67344,resting,normal_operation,0
2024-01-01 00:07:04,63.50906,resting,normal_operation,0
2024-01-01 00:07:05,65.100296,resting,normal_operation,0
2024-01-01 00:07:06,67.94006,resting,normal_operation,0
2024-01-01 00:07:07,65.89829,resting,normal_operation,0
2024-01-01 00:07:08,66.682434,resting,normal_operation,0
2024-01-01 00:07:09,65.253845,resting,normal_operation,0
2024-01-01 00:07:10,66.21247,resting,normal_operation,0
2024-01-01 00:07:11,66.18579,resting,normal_operation,0
2024-01-01 00:07:12,63.611576,resting,normal_operation,0
2024-01-01 00:07:13,65.382164,resting,normal_operation,0
2024-01-01 00:07:14,64.71122,resting,normal_operation,0
2024-01-01 00:07:15,64.20066,resting,normal_operation,0
2024-01-01 00:07:16,62.92723,resting,normal_operation,0
2024-01-01 00:07:17,62.378937,resting,normal_operation,0
2024-01-01 00:07:18,63.497833,resting,normal_operation,0
2024-01-01 00:07:19,63.601574,resting,normal_operation,0
2024-01-01 00:07:20,64.47393,resting,normal_operation,0
2024-01-01 00:07:21,65.326454,resting,normal_operation,0
2024-01-01 00:07:22,67.54895,resting,normal_operation,0
2024-01-01 00:07:23,67.09853,resting,normal_operation,0
2024-01-01 00:07:24,64.9831,resting,normal_operation,0
2024-01-01 00:07:25,66.85309,resting,normal_operation,0
2024-01-01 00:07:26,66.475464,resting,normal_operation,0
2024-01-01 00:07:27,68.29724,resting,normal_operation,0
2024-01-01 00:07:28,68.8765,resting,normal_operation,0
2024-01-01 00:07:29,68.637726,resting,normal_operation,0
2024-01-01 00:07:30,69.13797,resting,normal_operation,0
2024-01-01 00:07:31,72.00162,resting,normal_operation,0
2024-01-01 00:07:32,74.82519,resting,normal_operation,0
2024-01-01 00:07:33,74.41153,resting,normal_operation,0
2024-01-01 00:07:34,74.16724,resting,normal_operation,0
2024-01-01 00:07:35,75.31663,resting,normal_operation,0
2024-01-01 00:07:36,73.49127,resting,normal_operation,0
2024-01-01 00:07:37,73.58011,resting,normal_operation,0
2024-01-01 00:07:38,73.1235,resting,normal_operation,0
2024-01-01 00:07:39,73.21313,resting,normal_operation,0
2024-01-01 00:07:40,71.57474,resting,normal_operation,0
2024-01-01 00:07:41,68.93318,resting,normal_operation,0
2024-01-01 00:07:42,65.777885,resting,normal_operation,0
2024-01-01 00:07:43,64.30847,resting,normal_operation,0
2024-01-01 00:07:44,63.94474,resting,normal_operation,0
2024-01-01 00:07:45,63.85839,resting,normal_operation,0
2024-01-01 00:07:46,67.12464,resting,normal_operation,0
2024-01-01 00:07:47,68.8828,resting,normal_operation,0
2024-01-01 00:07:48,67.39824,resting,normal_operation,0
2024-01-01 00:07:49,67.9972,resting,normal_operation,0
2024-01-01 00:07:50,67.41613,resting,normal_operation,0
2024-01-01 00:07:51,67.065674,resting,normal_operation,0
2024-01-01 00:07:52,67.44785,resting,normal_operation,0
2024-01-01 00:07:53,68.45029,resting,normal_operation,0
2024-01-01 00:07:54,67.934944,resting,normal_operation,0
2024-01-01 00:07:55,69.56555,resting,normal_operation,0
2024-01-01 00:07:56,67.75709,resting,normal_operation,0
2024-01-01 00:07:57,67.81577,resting,normal_operation,0
2024-01-01 00:07:58,71.75683,resting,normal_operation,0
2024-01-01 00:07:59,71.82078,resting,normal_operation,0
2024-01-01 00:08:00,73.69486,resting,normal_operation,0
