timestamp,spo2,condition,class_label
2024-01-01 00:00:43,98.9,steady_state,normal_operation
2024-01-01 00:00:44,98.9,steady_state,normal_operation
2024-01-01 00:00:45,98.6,steady_state,normal_operation
2024-01-01 00:00:46,99.2,steady_state,normal_operation
2024-01-01 00:00:47,99.2,steady_state,normal_operation
2024-01-01 00:00:48,99.1,steady_state,normal_operation
2024-01-01 00:00:49,99.2,steady_state,normal_operation
2024-01-01 00:00:50,99.5,steady_state,normal_operation
2024-01-01 00:00:51,99.4,steady_state,normal_operation
2024-01-01 00:00:52,98.6,steady_state,normal_operation
2024-01-01 00:00:53,98.9,steady_state,normal_operation
2024-01-01 00:00:54,98.9,steady_state,normal_operation
2024-01-01 00:00:55,98.5,steady_state,normal_operation
2024-01-01 00:00:56,98.1,steady_state,normal_operation
2024-01-01 00:00:57,98.8,steady_state,normal_operation
2024-01-01 00:00:58,98.4,steady_state,normal_operation
2024-01-01 00:00:59,98.4,steady_state,normal_operation
2024-01-01 00:01:00,98.0,steady_state,normal_operation
2024-01-01 00:01:01,98.4,steady_state,normal_operation
2024-01-01 00:01:02,98.1,steady_state,normal_operation
2024-01-01 00:01:03,98.1,steady_state,normal_operation
2024-01-01 00:01:04,98.5,steady_state,normal_operation
2024-01-01 00:01:05,99.0,steady_state,normal_operation
2024-01-01 00:01:06,98.9,steady_state,normal_operation
2024-01-01 00:01:07,98.5,steady_state,normal_operation
2024-01-01 00:01:08,98.9,steady_state,normal_operation
2024-01-01 00:01:09,98.9,steady_state,normal_operation
2024-01-01 00:01:10,98.2,steady_state,normal_operation
2024-01-01 00:01:11,97.9,steady_state,normal_operation
2024-01-01 00:01:12,98.0,steady_state,normal_operation
2024-01-01 00:01:13,97.9,steady_state,normal_operation
2024-01-01 00:01:14,97.7,steady_state,normal_operation
2024-01-01 00:01:15,97.7,steady_state,normal_operation
2024-01-01 00:01:16,98.3,steady_state,normal_operation
2024-01-01 00:01:17,98.2,steady_state,normal_operation
2024-01-01 00:01:18,98.0,steady_state,normal_operation
2024-01-01 00:01:19,98.4,steady_state,normal_operation
2024-01-01 00:01:20,98.4,steady_state,normal_operation
2024-01-01 00:01:21,98.1,steady_state,normal_operation
2024-01-01 00:01:22,97.7,steady_state,normal_operation
2024-01-01 00:01:23,97.9,steady_state,normal_operation
2024-01-01 00:01:24,97.7,steady_state,normal_operation
2024-01-01 00:01:25,97.5,steady_state,normal_operation
2024-01-01 00:01:26,97.5,steady_state,normal_operation
2024-01-01 00:01:27,97.9,steady_state,normal_operation
2024-01-01 00:01:28,97.9,steady_state,normal_operation
2024-01-01 00:01:29,97.8,steady_state,normal_operation
2024-01-01 00:01:30,97.8,steady_state,normal_operation
2024-01-01 00:01:31,98.3,steady_state,normal_operation
2024-01-01 00:01:32,97.8,steady_state,normal_operation
2024-01-01 00:01:33,97.8,steady_state,normal_operation
2024-01-01 00:01:34,97.7,steady_state,normal_operation
2024-01-01 00:01:35,97.2,steady_state,normal_operation
2024-01-01 00:01:36,96.2,steady_state,normal_operation
2024-01-01 00:01:37,96.0,steady_state,normal_operation
2024-01-01 00:01:38,96.7,steady_state,normal_operation
2024-01-01 00:01:39,96.5,steady_state,normal_operation
2024-01-01 00:01:40,96.0,steady_state,normal_operation
2024-01-01 00:01:41,96.5,steady_state,normal_operation
2024-01-01 00:01:42,96.7,steady_state,normal_operation
2024-01-01 00:01:43,97.1,steady_state,normal_operation
2024-01-01 00:01:44,96.4,steady_state,normal_operation
2024-01-01 00:01:45,96.5,steady_state,normal_operation
2024-01-01 00:01:46,96.5,steady_state,normal_operation
2024-01-01 00:01:47,96.4,steady_state,normal_operation
2024-01-01 00:01:48,96.1,steady_state,normal_operation
2024-01-01 00:01:49,95.8,steady_state,normal_operation
2024-01-01 00:01:50,96.6,steady_state,normal_operation
2024-01-01 00:01:51,96.2,steady_state,normal_operation
2024-01-01 00:01:52,95.9,steady_state,normal_operation
2024-01-01 00:01:53,95.7,steady_state,normal_operation
2024-01-01 00:01:54,95.9,steady_state,normal_operation
2024-01-01 00:01:55,95.5,steady_state,normal_operation
2024-01-01 00:01:56,95.7,steady_state,normal_operation
2024-01-01 00:01:57,96.0,steady_state,normal_operation
2024-01-01 00:01:58,96.3,steady_state,normal_operation
2024-01-01 00:01:59,96.1,steady_state,normal_operation
2024-01-01 00:02:00,96.1,steady_state,normal_operation
2024-01-01 00:02:01,96.3,steady_state,normal_operation
2024-01-01 00:02:02,96.1,steady_state,normal_operation
2024-01-01 00:02:03,96.7,steady_state,normal_operation
2024-01-01 00:02:04,96.9,steady_state,normal_operation
2024-01-01 00:02:05,97.3,steady_state,normal_operation
2024-01-01 00:02:06,97.5,steady_state,normal_operation
2024-01-01 00:02:07,97.1,steady_state,normal_operation
2024-01-01 00:02:08,96.9,steady_state,normal_operation
2024-01-01 00:02:09,97.1,steady_state,normal_operation
2024-01-01 00:02:10,96.6,steady_state,normal_operation
2024-01-01 00:02:11,96.1,steady_state,normal_operation
2024-01-01 00:02:12,96.6,steady_state,normal_operation
2024-01-01 00:02:13,96.6,steady_state,normal_operation
2024-01-01 00:02:14,96.0,steady_state,normal_operation
2024-01-01 00:02:15,95.5,steady_state,normal_operation
2024-01-01 00:02:16,95.9,steady_state,normal_operation
2024-01-01 00:02:17,96.4,steady_state,normal_operation
2024-01-01 00:02:18,96.7,steady_state,normal_operation
2024-01-01 00:02:19,97.7,steady_state,normal_operation
2024-01-01 00:02:20,98.2,steady_state,normal_operation
2024-01-01 00:02:21,97.6,steady_state,normal_operation
2024-01-01 00:02:22,96.8,steady_state,normal_operation
2024-01-01 00:02:23,97.0,steady_state,normal_operation
2024-01-01 00:02:24,97.0,steady_state,normal_operation
2024-01-01 00:02:25,96.6,steady_state,normal_operation
2024-01-01 00:02:26,96.6,steady_state,normal_operation
2024-01-01 00:02:27,96.4,steady_state,normal_operation
2024-01-01 00:02:28,97.2,steady_state,normal_operation
2024-01-01 00:02:29,96.6,steady_state,normal_operation
2024-01-01 00:02:30,96.7,steady_state,normal_operation
2024-01-01 00:02:31,96.8,steady_state,normal_operation
2024-01-01 00:02:32,96.0,steady_state,normal_operation
2024-01-01 00:02:33,95.9,steady_state,normal_operation
2024-01-01 00:02:34,95.9,steady_state,normal_operation
2024-01-01 00:02:35,96.6,steady_state,normal_operation
2024-01-01 00:02:36,96.9,steady_state,normal_operation
2024-01-01 00:02:37,97.0,steady_state,normal_operation
2024-01-01 00:02:38,97.1,steady_state,normal_operation
2024-01-01 00:02:39,96.9,steady_state,normal_operation
2024-01-01 00:02:40,96.3,steady_state,normal_operation
2024-01-01 00:02:41,96.1,steady_state,normal_operation
2024-01-01 00:02:42,97.1,steady_state,normal_operation
2024-01-01 00:02:43,97.0,steady_state,normal_operation
2024-01-01 00:02:44,96.6,steady_state,normal_operation
2024-01-01 00:02:45,96.4,steady_state,normal_operation
2024-01-01 00:02:46,97.1,steady_state,normal_operation
2024-01-01 00:02:47,97.0,steady_state,normal_operation
2024-01-01 00:02:48,96.9,steady_state,normal_operation
2024-01-01 00:02:49,97.2,steady_state,normal_operation
2024-01-01 00:02:50,97.2,steady_state,normal_operation
2024-01-01 00:02:51,97.3,steady_state,normal_operation
2024-01-01 00:02:52,96.7,steady_state,normal_operation
2024-01-01 00:02:53,96.5,steady_state,normal_operation
2024-01-01 00:02:54,96.5,steady_state,normal_operation
2024-01-01 00:02:55,96.2,steady_state,normal_operation
2024-01-01 00:02:56,96.4,steady_state,normal_operation
2024-01-01 00:02:57,97.1,steady_state,normal_operation
2024-01-01 00:02:58,97.3,steady_state,normal_operation
2024-01-01 00:02:59,96.7,steady_state,normal_operation
2024-01-01 00:03:00,97.3,steady_state,normal_operation
2024-01-01 00:03:01,97.6,steady_state,normal_operation
2024-01-01 00:03:02,97.6,steady_state,normal_operation
2024-01-01 00:03:03,97.6,steady_state,normal_operation
2024-01-01 00:03:04,97.8,steady_state,normal_operation
2024-01-01 00:03:05,98.5,steady_state,normal_operation
2024-01-01 00:03:06,98.7,steady_state,normal_operation
2024-01-01 00:03:07,97.8,steady_state,normal_operation
2024-01-01 00:03:08,97.6,steady_state,normal_operation
2024-01-01 00:03:09,98.2,steady_state,normal_operation
2024-01-01 00:03:10,98.9,steady_state,normal_operation
2024-01-01 00:03:11,98.3,steady_state,normal_operation
2024-01-01 00:03:12,98.5,steady_state,normal_operation
2024-01-01 00:03:13,98.8,steady_state,normal_operation
2024-01-01 00:03:14,98.3,steady_state,normal_operation
2024-01-01 00:03:15,98.1,steady_state,normal_operation
2024-01-01 00:03:16,98.5,steady_state,normal_operation
2024-01-01 00:03:17,98.2,steady_state,normal_operation
2024-01-01 00:03:18,98.2,steady_state,normal_operation
2024-01-01 00:03:19,97.9,steady_state,normal_operation
2024-01-01 00:03:20,98.7,steady_state,normal_operation
2024-01-01 00:03:21,98.8,steady_state,normal_operation
2024-01-01 00:03:22,98.5,steady_state,normal_operation
2024-01-01 00:03:23,99.0,steady_state,normal_operation
2024-01-01 00:03:24,98.4,steady_state,normal_operation
2024-01-01 00:03:25,98.1,steady_state,normal_operation
2024-01-01 00:03:26,97.7,steady_state,normal_operation
2024-01-01 00:03:27,97.8,steady_state,normal_operation
2024-01-01 00:03:28,97.4,steady_state,normal_operation
2024-01-01 00:03:29,97.0,steady_state,normal_operation
2024-01-01 00:03:30,97.5,steady_state,normal_operation
2024-01-01 00:03:31,97.2,steady_state,normal_operation
2024-01-01 00:03:32,97.4,steady_state,normal_operation
2024-01-01 00:03:33,96.6,steady_state,normal_operation
2024-01-01 00:03:34,96.7,steady_state,normal_operation
2024-01-01 00:03:35,97.5,steady_state,normal_operation
2024-01-01 00:03:36,97.8,steady_state,normal_operation
2024-01-01 00:03:37,97.6,steady_state,normal_operation
2024-01-01 00:03:38,98.0,steady_state,normal_operation
2024-01-01 00:03:39,97.8,steady_state,normal_operation
2024-01-01 00:03:40,97.5,steady_state,normal_operation
2024-01-01 00:03:41,97.7,steady_state,normal_operation
2024-01-01 00:03:42,97.8,steady_state,normal_operation
2024-01-01 00:03:43,97.6,steady_state,normal_operation
2024-01-01 00:03:44,97.4,steady_state,normal_operation
2024-01-01 00:03:45,97.5,steady_state,normal_operation
2024-01-01 00:03:46,98.6,steady_state,normal_operation
2024-01-01 00:03:47,99.0,steady_state,normal_operation
2024-01-01 00:03:48,98.4,steady_state,normal_operation
2024-01-01 00:03:49,98.3,steady_state,normal_operation
2024-01-01 00:03:50,98.1,steady_state,normal_operation
2024-01-01 00:03:51,98.0,steady_state,normal_operation
2024-01-01 00:03:52,97.7,steady_state,normal_operation
2024-01-01 00:03:53,98.4,steady_state,normal_operation
2024-01-01 00:03:54,98.5,steady_state,normal_operation
2024-01-01 00:03:55,97.9,steady_state,normal_operation
2024-01-01 00:03:56,97.0,steady_state,normal_operation
2024-01-01 00:03:57,97.3,steady_state,normal_operation
2024-01-01 00:03:58,97.1,steady_state,normal_operation
2024-01-01 00:03:59,96.8,steady_state,normal_operation
2024-01-01 00:04:00,96.3,steady_state,normal_operation
2024-01-01 00:04:01,96.5,steady_state,normal_operation
2024-01-01 00:04:02,96.1,steady_state,normal_operation
2024-01-01 00:04:03,95.7,steady_state,normal_operation
2024-01-01 00:04:04,96.1,steady_state,normal_operation
2024-01-01 00:04:05,96.4,steady_state,normal_operation
2024-01-01 00:04:06,95.8,steady_state,normal_operation
2024-01-01 00:04:07,96.1,steady_state,normal_operation
2024-01-01 00:04:08,97.4,steady_state,normal_operation
2024-01-01 00:04:09,96.9,steady_state,normal_operation
2024-01-01 00:04:10,96.6,steady_state,normal_operation
2024-01-01 00:04:11,96.8,steady_state,normal_operation
2024-01-01 00:04:12,97.3,steady_state,normal_operation
2024-01-01 00:04:13,97.4,steady_state,normal_operation
2024-01-01 00:04:14,97.0,steady_state,normal_operation
2024-01-01 00:04:15,97.1,steady_state,normal_operation
2024-01-01 00:04:16,97.4,steady_state,normal_operation
2024-01-01 00:04:17,97.6,steady_state,normal_operation
2024-01-01 00:04:18,97.3,steady_state,normal_operation
2024-01-01 00:04:19,96.6,steady_state,normal_operation
2024-01-01 00:04:20,96.9,steady_state,normal_operation
2024-01-01 00:04:21,97.0,steady_state,normal_operation
2024-01-01 00:04:22,96.6,steady_state,normal_operation
2024-01-01 00:04:23,96.6,steady_state,normal_operation
2024-01-01 00:04:24,97.2,steady_state,normal_operation
2024-01-01 00:04:25,97.3,steady_state,normal_operation
2024-01-01 00:04:26,97.1,steady_state,normal_operation
2024-01-01 00:04:27,97.4,steady_state,normal_operation
2024-01-01 00:04:28,97.6,steady_state,normal_operation
2024-01-01 00:04:29,97.6,steady_state,normal_operation
2024-01-01 00:04:30,97.3,steady_state,normal_operation
2024-01-01 00:04:31,97.4,steady_state,normal_operation
2024-01-01 00:04:32,97.7,steady_state,normal_operation
2024-01-01 00:04:33,97.9,steady_state,normal_operation
2024-01-01 00:04:34,98.3,steady_state,normal_operation
2024-01-01 00:04:35,99.0,steady_state,normal_operation
2024-01-01 00:04:36,98.6,steady_state,normal_operation
2024-01-01 00:04:37,97.6,steady_state,normal_operation
2024-01-01 00:04:38,98.3,steady_state,normal_operation
2024-01-01 00:04:39,98.8,steady_state,normal_operation
2024-01-01 00:04:40,98.7,steady_state,normal_operation
2024-01-01 00:04:41,98.0,steady_state,normal_operation
2024-01-01 00:04:42,98.1,steady_state,normal_operation
2024-01-01 00:04:43,98.5,steady_state,normal_operation
2024-01-01 00:04:44,98.2,steady_state,normal_operation
2024-01-01 00:04:45,97.5,steady_state,normal_operation
2024-01-01 00:04:46,98.0,steady_state,normal_operation
2024-01-01 00:04:47,98.5,steady_state,normal_operation
2024-01-01 00:04:48,97.6,steady_state,normal_operation
2024-01-01 00:04:49,97.5,steady_state,normal_operation
2024-01-01 00:04:50,97.8,steady_state,normal_operation
2024-01-01 00:04:51,98.1,steady_state,normal_operation
2024-01-01 00:04:52,98.2,steady_state,normal_operation
2024-01-01 00:04:53,97.6,steady_state,normal_operation
2024-01-01 00:04:54,97.8,steady_state,normal_operation
2024-01-01 00:04:55,97.8,steady_state,normal_operation
2024-01-01 00:04:56,97.5,steady_state,normal_operation
2024-01-01 00:04:57,97.5,steady_state,normal_operation
2024-01-01 00:04:58,97.2,steady_state,normal_operation
2024-01-01 00:04:59,97.4,steady_state,normal_operation
2024-01-01 00:05:00,97.3,steady_state,normal_operation
2024-01-01 00:05:01,97.4,steady_state,normal_operation
2024-01-01 00:05:02,98.0,steady_state,normal_operation
2024-01-01 00:05:03,97.4,steady_state,normal_operation
2024-01-01 00:05:04,97.2,steady_state,normal_operation
2024-01-01 00:05:05,97.3,steady_state,normal_operation
2024-01-01 00:05:06,96.8,steady_state,normal_operation
2024-01-01 00:05:07,97.4,steady_state,normal_operation
2024-01-01 00:05:08,97.4,steady_state,normal_operation
2024-01-01 00:05:09,98.3,steady_state,normal_operation
2024-01-01 00:05:10,98.8,steady_state,normal_operation
2024-01-01 00:05:11,98.4,steady_state,normal_operation
2024-01-01 00:05:12,98.8,steady_state,normal_operation
2024-01-01 00:05:13,99.5,steady_state,normal_operation
2024-01-01 00:05:14,99.6,steady_state,normal_operation
2024-01-01 00:05:15,99.1,steady_state,normal_operation
2024-01-01 00:05:16,99.3,steady_state,normal_operation
2024-01-01 00:05:17,99.5,steady_state,normal_operation
2024-01-01 00:05:18,99.2,steady_state,normal_operation
2024-01-01 00:05:19,98.8,steady_state,normal_operation
2024-01-01 00:05:20,99.5,steady_state,normal_operation
2024-01-01 00:05:21,99.1,steady_state,normal_operation
2024-01-01 00:05:22,99.4,steady_state,normal_operation
2024-01-01 00:05:23,99.4,steady_state,normal_operation
2024-01-01 00:05:24,100.0,steady_state,normal_operation
2024-01-01 00:05:25,100.0,steady_state,normal_operation
2024-01-01 00:05:26,99.6,steady_state,normal_operation
2024-01-01 00:05:27,99.9,steady_state,normal_operation
2024-01-01 00:05:28,99.4,steady_state,normal_operation
2024-01-01 00:05:29,99.1,steady_state,normal_operation
2024-01-01 00:05:30,99.2,steady_state,normal_operation
2024-01-01 00:05:31,100.0,steady_state,normal_operation
2024-01-01 00:05:32,99.7,steady_state,normal_operation
2024-01-01 00:05:33,99.2,steady_state,normal_operation
2024-01-01 00:05:34,98.9,steady_state,normal_operation
2024-01-01 00:05:35,98.7,steady_state,normal_operation
2024-01-01 00:05:36,98.8,steady_state,normal_operation
2024-01-01 00:05:37,99.0,steady_state,normal_operation
2024-01-01 00:05:38,99.0,steady_state,normal_operation
2024-01-01 00:05:39,99.2,steady_state,normal_operation
2024-01-01 00:05:40,98.8,steady_state,normal_operation
2024-01-01 00:05:41,98.3,steady_state,normal_operation
2024-01-01 00:05:42,98.1,steady_state,normal_operation
2024-01-01 00:05:43,99.0,steady_state,normal_operation
2024-01-01 00:05:44,99.4,steady_state,normal_operation
2024-01-01 00:05:45,98.4,steady_state,normal_operation
2024-01-01 00:05:46,98.2,steady_state,normal_operation
2024-01-01 00:05:47,98.7,steady_state,normal_operation
2024-01-01 00:05:48,98.1,steady_state,normal_operation
2024-01-01 00:05:49,98.3,steady_state,normal_operation
2024-01-01 00:05:50,98.5,steady_state,normal_operation
2024-01-01 00:05:51,98.8,steady_state,normal_operation
2024-01-01 00:05:52,98.6,steady_state,normal_operation
2024-01-01 00:05:53,98.8,steady_state,normal_operation
2024-01-01 00:05:54,99.1,steady_state,normal_operation
2024-01-01 00:05:55,99.5,steady_state,normal_operation
2024-01-01 00:05:56,99.1,steady_state,normal_operation
2024-01-01 00:05:57,99.2,steady_state,normal_operation
2024-01-01 00:05:58,99.3,steady_state,normal_operation
2024-01-01 00:05:59,99.0,steady_state,normal_operation
2024-01-01 00:06:00,98.4,steady_state,normal_operation
2024-01-01 00:06:01,98.8,steady_state,normal_operation
2024-01-01 00:06:02,99.6,steady_state,normal_operation
2024-01-01 00:06:03,98.9,steady_state,normal_operation
2024-01-01 00:06:04,98.5,steady_state,normal_operation
2024-01-01 00:06:05,99.0,steady_state,normal_operation
2024-01-01 00:06:06,99.5,steady_state,normal_operation
2024-01-01 00:06:07,98.8,steady_state,normal_operation
2024-01-01 00:06:08,98.7,steady_state,normal_operation
2024-01-01 00:06:09,99.3,steady_state,normal_operation
2024-01-01 00:06:10,99.3,steady_state,normal_operation
2024-01-01 00:06:11,99.2,steady_state,normal_operation
2024-01-01 00:06:12,99.4,steady_state,normal_operation
2024-01-01 00:06:13,100.0,steady_state,normal_operation
2024-01-01 00:06:14,100.0,steady_state,normal_operation
2024-01-01 00:06:15,100.0,steady_state,normal_operation
2024-01-01 00:06:16,100.0,steady_state,normal_operation
2024-01-01 00:06:17,100.0,steady_state,normal_operation
2024-01-01 00:06:18,100.0,steady_state,normal_operation
2024-01-01 00:06:19,100.0,steady_state,normal_operation
2024-01-01 00:06:20,100.0,steady_state,normal_operation
2024-01-01 00:06:21,100.0,steady_state,normal_operation
2024-01-01 00:06:22,100.0,steady_state,normal_operation
2024-01-01 00:06:23,99.3,steady_state,normal_operation
2024-01-01 00:06:24,99.1,steady_state,normal_operation
2024-01-01 00:06:25,99.0,steady_state,normal_operation
2024-01-01 00:06:26,98.8,steady_state,normal_operation
2024-01-01 00:06:27,98.7,steady_state,normal_operation
2024-01-01 00:06:28,99.2,steady_state,normal_operation
2024-01-01 00:06:29,99.0,steady_state,normal_operation
2024-01-01 00:06:30,97.7,steady_state,normal_operation
2024-01-01 00:06:31,97.7,steady_state,normal_operation
2024-01-01 00:06:32,97.9,steady_state,normal_operation
2024-01-01 00:06:33,98.2,steady_state,normal_operation
2024-01-01 00:06:34,98.0,steady_state,normal_operation
2024-01-01 00:06:35,98.2,steady_state,normal_operation
2024-01-01 00:06:36,98.6,steady_state,normal_operation
2024-01-01 00:06:37,98.6,steady_state,normal_operation
2024-01-01 00:06:38,98.3,steady_state,normal_operation
2024-01-01 00:06:39,98.4,steady_state,normal_operation
2024-01-01 00:06:40,98.7,steady_state,normal_operation
2024-01-01 00:06:41,98.4,steady_state,normal_operation
2024-01-01 00:06:42,98.3,steady_state,normal_operation
2024-01-01 00:06:43,98.5,steady_state,normal_operation
2024-01-01 00:06:44,98.9,steady_state,normal_operation
2024-01-01 00:06:45,98.6,steady_state,normal_operation
2024-01-01 00:06:46,98.1,steady_state,normal_operation
2024-01-01 00:06:47,99.0,steady_state,normal_operation
2024-01-01 00:06:48,98.1,steady_state,normal_operation
2024-01-01 00:06:49,97.4,steady_state,normal_operation
2024-01-01 00:06:50,97.2,steady_state,normal_operation
2024-01-01 00:06:51,96.8,steady_state,normal_operation
2024-01-01 00:06:52,96.4,steady_state,normal_operation
2024-01-01 00:06:53,96.5,steady_state,normal_operation
2024-01-01 00:06:54,96.6,steady_state,normal_operation
2024-01-01 00:06:55,96.8,steady_state,normal_operation
2024-01-01 00:06:56,97.1,steady_state,normal_operation
2024-01-01 00:06:57,97.4,steady_state,normal_operation
2024-01-01 00:06:58,97.7,steady_state,normal_operation
2024-01-01 00:06:59,97.9,steady_state,normal_operation
2024-01-01 00:07:00,97.8,steady_state,normal_operation
2024-01-01 00:07:01,97.6,steady_state,normal_operation
2024-01-01 00:07:02,97.5,steady_state,normal_operation
2024-01-01 00:07:03,97.2,steady_state,normal_operation
2024-01-01 00:07:04,96.6,steady_state,normal_operation
2024-01-01 00:07:05,96.9,steady_state,normal_operation
2024-01-01 00:07:06,97.5,steady_state,normal_operation
2024-01-01 00:07:07,97.3,steady_state,normal_operation
2024-01-01 00:07:08,97.3,steady_state,normal_operation
2024-01-01 00:07:09,97.1,steady_state,normal_operation
2024-01-01 00:07:10,97.4,steady_state,normal_operation
2024-01-01 00:07:11,97.2,steady_state,normal_operation
2024-01-01 00:07:12,96.7,steady_state,normal_operation
2024-01-01 00:07:13,96.8,steady_state,normal_operation
2024-01-01 00:07:14,97.1,steady_state,normal_operation
2024-01-01 00:07:15,96.7,steady_state,normal_operation
2024-01-01 00:07:16,96.4,steady_state,normal_operation
2024-01-01 00:07:17,96.7,steady_state,normal_operation
2024-01-01 00:07:18,96.3,steady_state,normal_operation
2024-01-01 00:07:19,96.1,steady_state,normal_operation
2024-01-01 00:07:20,96.3,steady_state,normal_operation
2024-01-01 00:07:21,96.7,steady_state,normal_operation
2024-01-01 00:07:22,96.7,steady_state,normal_operation
2024-01-01 00:07:23,96.6,steady_state,normal_operation
2024-01-01 00:07:24,96.7,steady_state,normal_operation
2024-01-01 00:07:25,96.6,steady_state,normal_operation
2024-01-01 00:07:26,96.7,steady_state,normal_operation
2024-01-01 00:07:27,96.6,steady_state,normal_operation
2024-01-01 00:07:28,97.3,steady_state,normal_operation
2024-01-01 00:07:29,97.5,steady_state,normal_operation
2024-01-01 00:07:30,97.3,steady_state,normal_operation
2024-01-01 00:07:31,97.3,steady_state,normal_operation
2024-01-01 00:07:32,98.1,steady_state,normal_operation
2024-01-01 00:07:33,98.6,steady_state,normal_operation
2024-01-01 00:07:34,98.6,steady_state,normal_operation
2024-01-01 00:07:35,98.5,steady_state,normal_operation
2024-01-01 00:07:36,99.2,steady_state,normal_operation
2024-01-01 00:07:37,98.7,steady_state,normal_operation
2024-01-01 00:07:38,98.4,steady_state,normal_operation
2024-01-01 00:07:39,98.5,steady_state,normal_operation
2024-01-01 00:07:40,99.1,steady_state,normal_operation
2024-01-01 00:07:41,98.4,steady_state,normal_operation
2024-01-01 00:07:42,98.3,steady_state,normal_operation
2024-01-01 00:07:43,97.3,steady_state,normal_operation
2024-01-01 00:07:44,97.1,steady_state,normal_operation
2024-01-01 00:07:45,97.0,steady_state,normal_operation
2024-01-01 00:07:46,96.9,steady_state,normal_operation
2024-01-01 00:07:47,97.7,steady_state,normal_operation
2024-01-01 00:07:48,98.1,steady_state,normal_operation
2024-01-01 00:07:49,97.1,steady_state,normal_operation
2024-01-01 00:07:50,97.4,steady_state,normal_operation
2024-01-01 00:07:51,97.6,steady_state,normal_operation
2024-01-01 00:07:52,97.3,steady_state,normal_operation
2024-01-01 00:07:53,97.3,steady_state,normal_operation
2024-01-01 00:07:54,97.3,steady_state,normal_operation
2024-01-01 00:07:55,97.7,steady_state,normal_operation
2024-01-01 00:07:56,97.9,steady_state,normal_operation
2024-01-01 00:07:57,97.3,steady_state,normal_operation
2024-01-01 00:07:58,97.7,steady_state,normal_operation
2024-01-01 00:07:59,98.7,steady_state,normal_operation
2024-01-01 00:08:00,98.5,steady_state,normal_operation
2024-01-01 00:08:01,98.8,steady_state,normal_operation
2024-01-01 00:08:02,99.2,steady_state,normal_operation
2024-01-01 00:08:03,99.3,steady_state,normal_operation
2024-01-01 00:08:04,98.9,steady_state,normal_operation
2024-01-01 00:08:05,98.9,steady_state,normal_operation
2024-01-01 00:08:06,98.9,steady_state,normal_operation
2024-01-01 00:08:07,98.9,steady_state,normal_operation
2024-01-01 00:08:08,98.3,steady_state,normal_operation
2024-01-01 00:08:09,98.5,steady_state,normal_operation
2024-01-01 00:08:10,99.4,steady_state,normal_operation
2024-01-01 00:08:11,99.2,steady_state,normal_operation
2024-01-01 00:08:12,98.7,steady_state,normal_operation
2024-01-01 00:08:13,99.1,steady_state,normal_operation
2024-01-01 00:08:14,99.1,steady_state,normal_operation
2024-01-01 00:08:15,99.4,steady_state,normal_operation
2024-01-01 00:08:16,98.5,steady_state,normal_operation
2024-01-01 00:08:17,98.6,steady_state,normal_operation
